12489221481972304,"['5034970', '5050740', '5050825', '5050486', '5050726', '5050817', '5050765', '5050721', '5048820', '5049716', '5050521', '5049171', '5050505', '5048835', '5050075', '5050866', '5050506', '5046061', '5044390', '5047598', '5050699', '5050473', '5050613', '4916344', '5050622']"
12314843832041112,"['5050825', '5049815', '5050888', '5050348', '5050265', '5048448', '5049940', '5049716', '4280910', '5050805', '5050063', '5044093', '5050402', '5049374', '5050612', '5050740', '5050726', '5040243', '5050868', '5050765', '5047706', '5049814', '5050693', '5049007', '5048918', '5048507', '5049519', '5049779', '5050857', '5050657', '5049123', '5050780', '5047780', '5050456', '5050756']"
12516827940007292,"['5050348', '5049815', '5050325', '5048448', '5048820', '5049716', '5050556', '5049171', '5050075', '5050012', '3947646', '5050854', '5050213', '5050344', '5050291', '5050442', '5050765', '5050148', '5043214', '5049581', '5050702', '5049007', '5048918', '5047079', '5048418', '5050866', '5049779', '5049504', '5049173', '5050035', '5050456', '5050147', '5045123', '5049949']"
12548674843225293,"['5050825', '5050899', '5050721', '5049815', '5050348', '5047719', '5049683', '5050547', '5050470', '5050613', '5050442', '5049022', '5048957', '5050740', '5050726', '5050765', '5050148', '5050544', '5049515', '5050702', '5049007', '5049481', '5049558', '5050857', '5048042', '5050035', '5050556', '5050622']"
12543531209098152,"['5050899', '5050765', '5050348', '5049331', '5049693', '5050127', '5049022', '5048668', '5049668', '5049558', '5050506', '5049779', '5047635', '5049678', '5050064', '5050699', '5044443', '5049374', '5050442', '5050556', '5049949', '5049377']"
12318149123129380,"['5050899', '5050721', '5050348', '5050556', '5048668', '5042517', '5048712', '5050878', '5050012', '5045530', '5050442', '5050720', '5050291', '5050035', '5048957', '5047897', '5050798', '5050447', '5048755', '5049747', '5049515', '5050148', '5050702', '5049007', '5048507', '5049839', '5049558', '5050857', '5049596', '5049517', '4169783', '5050522', '5049588', '5050470', '5049581', '5050622', '5050756']"
12314411861717402,"['5050486', '5050543', '5048820', '5050794', '5049716', '5050556', '5050518', '5050409', '5048821', '5050613', '5050740', '5050726', '5048755', '5050537', '5050483', '3862091', '5050505', '5049779', '5050857', '3410776', '5049581', '5050622', '5050780']"
12542144392786781,"['5050880', '5050348', '5050888', '5050924', '5049716', '5050698', '5049683', '5035821', '5050878', '5050012', '5050690', '5050409', '5042751', '5050064', '5048580', '5050904', '5050740', '5050726', '5050447', '5049693', '5050127', '5050387', '5050506', '5049779', '5049259', '5050857', '5050152', '5050699', '5050556', '5049949']"
12320024048726198,"['5050517', '5050680', '5050186', '5050607', '5049098', '5050348', '5031063', '5048448', '5047984', '5048021', '5048668', '5048064', '5050075', '5049520', '5049162', '5050162', '5050728', '5050335', '5050213', '5050409', '5050613', '5050291', '5048957', '5050740', '5050726', '5050184', '5050323', '5050868', '5050765', '5049747', '5047991', '5050596', '5043214', '5050589', '5050702', '5050380', '5050866', '5050506', '5050764', '5050857', '5049596', '5049916', '5050622', '5050587']"
12538580319674632,"['5050486', '5050348', '5048448', '5049716', '5050556', '5048668', '5048395', '5049342', '5050147', '5050075', '5050012', '5050854', '5048957', '5050765', '5049747', '5050015', '5048507', '5048918', '5047014', '5050505', '5043782', '5050857', '5049596', '5050473', '5050699', '5050522', '5050622', '5050780']"
12314460125158340,"['5050763', '5050900', '5050825', '5050486', '5050899', '5050265', '5048976', '5048112', '5050543', '5044696', '5048002', '5049683', '5049975', '5050257', '5048395', '5050518', '5050075', '5050890', '5047635', '5050390', '5050012', '5045784', '5050854', '5050765', '5050492', '5050544', '5049179', '5050702', '5048507', '5049007', '5050051', '5049558', '5050866', '5050506', '5049259', '5050035', '5050838', '5050622']"
12541129310109943,"['5050486', '5050943', '5050721', '5050905', '5050521', '5050935', '5050547', '5050518', '5050063', '5050012', '5050402', '5049762', '5049374', '5050442', '5048755', '5050868', '5050544', '5049581', '5050702', '5050806', '5050145', '5049558', '5050866', '5048828', '5050456', '5050556', '5050622']"
12314964164657421,"['4991382', '5050880', '5050868', '5050348', '4990684', '5043991', '5050741', '5050702', '5048395', '5050866', '4991233', '5050857', '4990631', '5050699', '5040106', '5049949', '5050622', '5048957', '5050756']"
12387366093428772,"['5050825', '5050348', '5049815', '5050743', '5050905', '5050794', '5049716', '5048668', '5050147', '5049205', '5050740', '5050726', '5050817', '5050913', '5050910', '5049438', '5044985', '5049558', '5050857', '5048042', '5050470']"
12542517854065665,"['5050798', '5050212', '5050370', '5050817', '5050447', '5050765', '5050348', '5050186', '5050325', '5050741', '5049581', '5050170', '5048395', '5048652', '5048001', '5050506', '5033137', '5040106', '5049916', '5048790', '5050690', '5050699', '5050854', '5050409', '5047780', '5050035', '5050613', '5050442', '5050556', '5050622', '5049949', '5050756']"
12320870112424085,"['5050740', '5050726', '5050899', '5050348', '5049331', '5050518', '5050506', '5050699', '5050854', '5050613', '5050442']"
12451270533287977,"['5049098', '5043991', '5048448', '5050743', '5042894', '5050147', '5050890', '5042431', '5050012', '5050213', '5049351', '5042615', '5050765', '5049747', '5047706', '5043214', '5050127', '5049007', '5033137', '5050857', '5049596', '5044386', '5050470', '5040106', '5050622']"
12410063209507379,"['5050825', '5050265', '5050565', '5050325', '5050794', '5050841', '5050547', '5050896', '5050805', '5050075', '5050409', '5050064', '5049147', '5050612', '5050291', '5050726', '5050817', '5050392', '5050868', '5050875', '5050525', '5050693', '5050426', '5050741', '5050806', '5050657', '5050484', '5050699', '5050780', '5050899', '5050566', '5049815', '5050905', '5050743', '5050333', '5050632', '5050890', '5050878', '5042431', '5050402', '5050613', '5050904', '5050740', '5050376', '5050765', '5050837', '5050544', '5050848', '5049007', '5050483', '5050578', '5050472', '5050866', '5050506', '5050767', '5048818', '5050857', '5048992', '5049123', '5050622', '5049377']"
12537926924534044,"['5050721', '5042894', '5050521', '5050518', '5050075', '5050409', '5050442', '5050064', '5049385', '5050740', '5050537', '5050148', '5043214', '5050866', '5049596', '5047598', '5049705', '5050699', '5049581', '5050622']"
12548742164542308,"['5050825', '5050486', '5048448', '5049198', '5050423', '5049716', '5050547', '5050063', '5050012', '5050402', '5049351', '5050720', '5050740', '5048519', '5050148', '5049747', '5050702', '5050866', '5050857', '5048042', '5050470', '5049916', '5050780']"
12314765803714335,"['5050486', '5050899', '5049815', '5050325', '5048448', '5049683', '5048395', '5050075', '5050428', '5050213', '5050854', '5050720', '5048957', '5050740', '5050492', '4991511', '5043214', '5049581', '5050702', '5043619', '5049839', '5047254', '5050866', '5050764', '5050506', '5047598', '5050556', '5050756']"
12314322479844338,"['5050726', '5050817', '5049229', '5050442', '5050544', '5050565', '5047719', '5049177', '5050905', '5050693', '5049581', '5049693', '5050702', '5049007', '5050333', '5050556', '5050547', '5049948', '5049596', '5050657', '5050484', '5050699', '5050402', '5050263', '5050613', '5049022', '4916344', '5048580']"
